County,Incorporated City or Town,Incorporation Date,"June 1, 1850","June 1, 1860","June 1, 1870","June 1, 1880","June 1, 1890 (2)","June 1, 1900","April 15, 1910","Jan. 1, 1920","April 1, 1930","April 1, 1940","April 1, 1950","April 1, 1960","April 1, 1970","April 1, 1980","April 1, 1990","April 1, 2000 (4)","April 1, 2010"
Los Angeles,Palos Verdes Estates,1939,,,,,,,,,,987,"1,963","9,564","13,631","14,376","13,512","13,340","13,438"
Los Angeles,Paramount,1957,,,,,,,,,,,,"27,249","34,734","36,407","47,669","55,266","54,098"
Los Angeles,Pasadena,1886,,,,,"4,882","9,117","30,291","45,354","76,086","81,864","104,577","116,407","112,951","118,072","131,591","133,936","137,122"
Los Angeles,Pico Rivera,1958,,,,,,,,,,,,"49,150","54,170","53,387","59,177","63,428","62,942"
Los Angeles,Pomona,1888,,,,,"3,634","5,526","10,207","13,505","20,804","23,539","35,405","67,157","87,384","92,742","131,723","149,473","149,058"
Los Angeles,Rancho Palos Verdes,1973,,,,,,,,,,,,,,"36,577","41,659","41,145","41,643"
Los Angeles,Redondo Beach,1892,,,,,,855,"2,935","4,913","9,347","13,092","25,226","46,986","57,451","57,102","60,167","63,261","66,748"
Los Angeles,Rolling Hills,1957,,,,,,,,,,,,"1,664","2,050","2,049","1,871","1,871","1,860"
Los Angeles,Rolling Hills Estates,1957,,,,,,,,,,,,"3,941","6,735","7,701","7,789","7,676","8,067"
Los Angeles,Rosemead,1959,,,,,,,,,,,,"15,476","40,972","42,604","51,638","53,505","53,764"
Los Angeles,San Dimas,1960,,,,,,,,,,,,,"15,692","24,014","32,397","34,980","33,371"
Los Angeles,San Fernando,1911,,,,,,,,"3,204","7,567","9,094","12,922","16,093","16,571","17,731","22,580","23,564","23,645"
Los Angeles,San Gabriel,1913,,,,,,,,"2,640","7,224","11,867","20,343","22,561","29,336","30,072","37,120","39,804","39,718"
Los Angeles,San Marino,1913,,,,,,,,584,"3,730","8,175","11,230","13,658","14,177","13,307","12,959","12,945","13,147"
Los Angeles,Santa Clarita,1987,,,,,,,,,,,,,,,"110,642","151,088","176,320"
Los Angeles,Santa Fe Springs,1957,,,,,,,,,,,,"16,342","14,750","14,520","15,520","16,413","16,223"
Los Angeles,Santa Monica,1886,,,,,"1,580","3,057","7,847","15,252","37,146","53,500","71,595","83,249","88,289","88,314","86,905","84,084","89,736"
Los Angeles,Sierra Madre,1907,,,,,,,"1,303","2,026","3,550","4,581","7,273","9,732","12,140","10,837","10,762","10,578","10,917"
Los Angeles,Signal Hill,1924,,,,,,,,,"2,932","3,184","4,040","4,627","5,588","5,734","8,371","9,333","11,016"
Los Angeles,South El Monte,1958,,,,,,,,,,,,"4,850","13,443","16,623","20,850","21,144","20,116"
Los Angeles,South Gate,1923,,,,,,,,,"19,632","26,945","51,116","53,831","56,909","66,784","86,284","96,375","94,396"
Los Angeles,South Pasadena,1888,,,,,623,"1,001","4,649","7,652","13,730","14,356","16,935","19,706","22,979","22,681","23,936","24,292","25,619"
Los Angeles,Temple City,1960,,,,,,,,,,,,"31,838","31,034","28,972","31,100","33,377","35,558"
Los Angeles,Torrance,1921,,,,,,,,,"7,271","9,950","22,241","100,991","134,968","129,881","133,107","137,946","145,438"
Los Angeles,Vernon,1905,,,,,,,772,"1,005","1,269",850,432,229,261,90,152,91,112
Los Angeles,Walnut,1959,,,,,,,,,,,,934,"5,992","12,478","29,105","30,004","29,172"
Los Angeles,West Covina,1923,,,,,,,,,769,"1,072","4,499","50,645","68,034","81,292","96,086","105,080","106,098"
Los Angeles,West Hollywood,1984,,,,,,,,,,,,,,,"36,118","35,794","34,399"
Los Angeles,Westlake Village,1981,,,,,,,,,,,,,,,"7,455","8,368","8,270"
Los Angeles,Whittier,1898,,,,,,"1,590","4,550","7,997","14,822","16,115","23,433","33,663","72,863","68,558","77,671","83,680","85,331"
,,,,,,,,,,,,,,,,,,,
Madera,,1893,,,,,,"6,364","8,368","12,203","17,164","23,314","36,964","40,468","41,519","63,116","88,090","123,109","150,865"
Madera,Chowchilla,1923,,,,,,,,,847,"1,957","3,893","4,525","4,349","5,122","5,930","14,416","18,720"
Madera,Madera,1907,,,,,,,"2,404","3,444","4,665","6,457","10,497","14,430","16,044","21,732","29,281","43,207","61,416"
,,,,,,,,,,,,,,,,,,,
Marin,,1850,323,"3,334","6,903","11,324","13,072","15,702","25,114","27,342","41,648","52,907","85,619","146,820","208,652","222,592","230,096","247,289","252,409"
Marin,Belvedere,1896,,,,,,434,481,616,500,457,800,"2,148","2,599","2,401","2,147","2,125","2,068"
Marin,Corte Madera,1916,,,,,,,,607,"1,027","1,098","1,933","5,962","8,464","8,074","8,272","9,100","9,253"
Marin,Fairfax,1931,,,,,,,,,,"2,198","4,078","5,813","7,661","7,391","6,931","7,319","7,441"
Marin,Larkspur,1908,,,,,,,594,612,"1,241","1,558","2,905","5,710","10,487","11,064","11,070","12,014","11,926"
Marin,Mill Valley,1900,,,,,,,"2,551","2,554","4,164","4,847","7,331","10,411","12,942","12,967","13,038","13,600","13,903"
Marin,Novato,1960,,,,,,,,,,,,"17,881","31,006","43,916","47,585","47,630","51,904"
Marin,Ross,1908,,,,,,,556,727,"1,355","1,751","2,179","2,551","2,742","2,801","2,123","2,329","2,415"
Marin,San Anselmo,1907,,,,,,,"1,531","2,475","4,650","5,790","9,188","11,584","13,031","12,067","11,743","12,378","12,336"
Marin,San Rafael,1874,,,,"2,276","3,290","3,879","5,934","5,512","8,022","8,573","13,848","20,460","38,977","44,700","48,404","56,063","57,713"
Marin,Sausalito,1893,,,,,,"1,628","2,383","2,790","3,667","3,540","4,828","5,331","6,158","7,338","7,152","7,330","7,061"
Marin,Tiburon,1964,,,,,,,,,,,,,"6,209","6,685","7,532","8,666","8,962"
,,,,,,,,,,,,,,,,,,,
Mariposa,,1850,"4,379","6,243","4,572","4,339","3,787","4,720","3,956","2,775","3,233","5,605","5,145","5,064","6,015","11,108","14,302","17,130","18,251"
Mariposa,Hornitos,i. 1870/ d.1973,,,,350,276,205,160,100,62,159,126,73,,,,,
,,,,,,,,,,,,,,,,,,,
Mendocino,,1850,55,"3,967","7,545","12,800","17,612","20,465","23,929","24,116","23,505","27,864","40,854","51,059","51,101","66,738","80,345","86,265","87,841"
Mendocino,Fort Bragg,1889,,,,,,"1,590","2,408","2,616","3,022","3,235","3,826","4,433","4,455","5,019","6,078","6,814","7,273"
Mendocino,Point Arena,1908,,,,,,,497,394,385,374,372,596,424,425,407,474,449
Mendocino,Potter Valley,i. 1870/ d.1926,,,n/a,n/a,n/a,563,576,512,,,,,,,,,
Mendocino,Ukiah,1876,,,,933,"1,627","1,850","2,136","2,305","3,124","3,731","6,120","9,900","10,095","12,035","14,599","15,497","16,075"
Mendocino,Willits,1888,,,,,815,791,"1,153","1,468","2,691","1,625","2,691","3,410","3,091","4,008","5,027","5,073","4,888"
,,,,,,,,,,,,,,,,,,,
Merced,,1855,,"1,141","2,807","5,656","8,085","9,215","15,148","24,579","36,748","46,988","69,780","90,446","104,629","134,558","178,403","210,554","255,793"
Merced,Atwater,1922,,,,,,,,,917,"1,235","2,856","7,318","11,640","17,530","22,282","23,113","28,168"
Merced,Dos Palos,1935,,,,,,,,,,978,"1,394","2,028","2,496","3,121","4,196","4,581","4,950"
Merced,Gustine,1915,,,,,,,,716,"1,016","1,355","1,984","2,300","2,793","3,142","3,931","4,698","5,520"
Merced,Livingston,1922,,,,,,,,,803,895,"1,502","2,188","2,588","5,326","7,317","10,473","13,058"
Merced,Los Banos,1907,,,,,,,745,"1,276","1,875","2,214","3,868","5,272","9,188","10,341","14,519","25,869","35,972"
Merced,Merced,1889,,,,"1,446","2,009","1,969","3,102","3,974","7,066","10,135","15,278","20,068","22,670","36,499","56,216","63,893","78,958"
,,,,,,,,,,,,,,,,,,,
Modoc,,1874,,,,"4,399","4,986","5,076","6,191","5,425","8,038","8,713","9,678","8,308","7,469","8,610","9,678","9,449","9,686"
Modoc,Alturas,1901,,,,,,,916,979,"2,338","2,090","2,819","2,819","2,799","3,025","3,231","2,892","2,827"
,,,,,,,,,,,,,,,,,,,
Mono,,1861,,,430,"7,499","2,002","2,167","2,042",960,"1,360","2,299","2,115","2,213","4,016","8,577","9,956","12,853","14,202"
Mono,Mammoth Lakes,1984,,,,,,,,,,,,,,"3,929","4,785","7,093","8,234"
,,,,,,,,,,,,,,,,,,,
Monterey,,1850,"1,872","4,739","9,876","11,302","18,637","19,380","24,146","27,980","53,705","73,032","130,498","198,351","247,450","290,444","355,660","401,762","415,057"
Monterey,Carmel-By-The-Sea,1916,,,,,,,,638,"2,260","2,837","4,351","4,580","4,525","4,707","4,239","4,081","3,722"
Monterey,Del Rey Oaks,1953,,,,,,,,,,,,"1,831","1,823","1,557","1,661","1,650","1,624"
Monterey,Gonzales,1947,,,,,,,,,,,"1,821","2,138","2,575","2,891","4,660","7,564","8,187"
Monterey,Greenfield,1947,,,,,,,,,,,"1,309","1,680","2,608","4,181","7,464","12,648","16,330"
Monterey,King City,1911,,,,,,,,"1,048","1,483","1,768","2,347","2,937","3,717","5,495","7,634","11,204","12,874"
Monterey,Marina,1975,,,,,,,,,,,,,,"20,647","26,436","18,925","19,718"
Monterey,Monterey,1890,,,,,,"1,748","4,923","5,479","9,141","10,084","16,205","22,618","26,302","27,558","31,954","29,696","27,810"
Monterey,Pacific Grove,1889,,,,,"1,336","1,411","2,384","2,974","5,558","6,249","9,623","12,121","13,505","15,755","16,117","15,522","15,041"
Monterey,Salinas,1874,,,,"1,854","2,339","3,304","3,736","4,308","10,263","11,586","13,917","28,957","58,896","80,479","108,777","142,685","150,441"
Monterey,Sand City,1960,,,,,,,,,,,,,212,182,192,261,334
Monterey,Seaside,1954,,,,,,,,,,,,"19,353","35,935","36,567","38,901","33,097","33,025"
Monterey,Soledad,1921,,,,,,,,,594,861,"2,441","2,837","4,222","3,091","7,146","23,015","25,738"
,,,,,,,,,,,,,,,,,,,
Napa,,1850,405,"5,521","7,163","13,235","16,411","16,451","19,800","20,678","22,897","28,503","46,603","65,890","79,140","99,199","110,765","124,279","136,484"
Napa,American Canyon,1992,,,,,,,,,,,,,,,,"9,774","19,454"
Napa,Calistoga,1886,,,,,n/a,690,751,850,"1,000","1,124","1,418","1,514","1,882","3,879","4,468","5,190","5,155"
Napa,Napa,1872,,,,"3,731","4,395","4,036","5,791","6,757","6,437","7,740","13,579","22,170","35,978","50,879","61,842","72,585","76,915"
Napa,St. Helena,1876,,,,"1,339","1,705","1,582","1,603","1,346","1,701","1,758","2,297","2,722","3,173","4,898","4,990","5,950","5,814"
Napa,Yountville,1965,,,,,,,,,,,,,"2,332","2,893","3,259","3,297","2,933"
,,,,,,,,,,,,,,,,,,,
Nevada,,1851,,"16,446","19,134","20,823","17,369","17,789","14,955","10,850","10,596","19,283","19,888","20,911","26,346","51,645","78,510","92,033","98,764"
Nevada,Grass Valley,1893,,,,,,"4,719","4,520","4,006","3,817","5,701","5,283","4,876","5,149","6,697","9,048","10,922","12,860"
Nevada,Nevada City,1856,,n/a,n/a,"4,022","2,524","3,250","2,689","1,782","1,701","2,445","2,505","2,353","2,314","2,431","2,855","3,001","3,068"
Nevada,Truckee,1993,,,,,,,,,,,,,,,,"13,864","16,180"
,,,,,,,,,,,,,,,,,,,
Orange,,1889,,,,,"13,589","19,696","34,436","61,375","118,674","130,760","216,224","703,925","1,421,233","1,932,921","2,410,556","2,846,289","3,010,232"
Orange,Aliso Viejo,2001,,,,,,,,,,,,,,,,,"47,823"
Orange,Anaheim,1876,,,,833,"1,273","1,456","2,628","5,526","10,995","11,031","14,556","104,184","166,408","219,494","266,406","328,014","336,265"
Orange,Brea,1917,,,,,,,,"1,037","2,435","2,567","3,208","8,487","18,447","27,913","32,873","35,410","39,282"
Orange,Buena Park,1953,,,,,,,,,,,,"46,401","63,646","64,165","68,784","78,282","80,530"
Orange,Costa Mesa,1953,,,,,,,,,,,,"37,550","72,660","82,562","96,357","108,724","109,960"
Orange,Cypress,1956,,,,,,,,,,,,"1,753","31,569","40,738","42,655","46,229","47,802"
Orange,Dana Point,1989,,,,,,,,,,,,,,,"31,896","35,110","33,351"
Orange,Fountain Valley,1957,,,,,,,,,,,,"2,068","31,886","55,080","53,691","54,978","55,313"
Orange,Fullerton,1904,,,,,,,"1,725","4,415","10,860","10,442","13,958","56,180","85,987","102,246","114,144","126,003","135,161"
Orange,Garden Grove,1956,,,,,,,,,,,,"84,238","121,155","123,307","143,050","165,196","170,883"
Orange,Huntington Beach,1909,,,,,,,815,"1,687","3,690","3,738","5,237","11,492","115,960","170,505","181,519","189,594","189,992"
Orange,Irvine,1971,,,,,,,,,,,,,,"62,134","110,330","143,072","212,375"
Orange,La Habra,1925,,,,,,,,,"2,273","2,499","4,961","25,136","41,350","45,232","51,266","58,974","60,239"
Orange,La Palma,1955,,,,,,,,,,,,622,"9,687","15,399","15,392","15,408","15,568"
Orange,Laguna Beach,1927,,,,,,,,,"1,981","4,460","6,661","9,288","14,550","17,858","23,170","23,727","22,723"
Orange,Laguna Hills,1991,,,,,,,,,,,,,,,,"29,939","30,344"
Orange,Laguna Niguel,1989,,,,,,,,,,,,,,,"44,400","61,891","62,979"
Orange,Laguna Woods,1999,,,,,,,,,,,,,,,,"17,794","16,192"
Orange,Lake Forest,1991,,,,,,,,,,,,,,,,"58,707","77,264"
Orange,Los Alamitos,1960,,,,,,,,,,,,"4,312","11,346","11,529","11,676","11,536","11,449"
Orange,Mission Viejo,1988,,,,,,,,,,,,,,,"72,820","93,102","93,305"
Orange,Newport Beach,1906,,,,,,,445,894,"2,203","4,438","12,120","26,564","49,582","62,556","66,643","70,032","85,186"
Orange,Orange,1888,,,,,866,"1,216","2,920","4,884","8,066","7,901","10,027","26,444","77,365","91,450","110,658","128,868","136,416"
Orange,Placentia,1926,,,,,,,,,"1,606","1,472","1,682","5,861","21,948","35,041","41,259","46,488","50,533"
Orange,Rancho Santa Margarita,2000,,,,,,,,,,,,,,,,"47,214","47,853"
Orange,San Clemente,1928,,,,,,,,,667,479,"2,008","8,527","17,063","27,325","41,100","49,936","63,522"
Orange,San Juan Capistrano,1961,,,,,,,,,,,,,"3,781","18,959","26,183","33,826","34,593"
Orange,Santa Ana,1886,,,"1,145",711,"3,628","4,933","8,429","15,485","30,322","31,921","45,533","100,350","155,710","204,023","293,742","337,977","324,528"
Orange,Seal Beach,1915,,,,,,,,669,"1,156","1,553","3,553","6,994","24,441","25,975","25,098","24,157","24,168"
Orange,Stanton,i. 1911/ d.1924/ ri. 1956,,,,,,,,695,-3,-3,-3,"11,163","18,186","23,723","30,491","37,403","38,186"
Orange,Tustin,1927,,,,,,,,,926,953,"1,143","2,006","21,099","32,256","50,689","67,504","75,540"
Orange,Villa Park,1962,,,,,,,,,,,,,"2,723","7,137","6,299","5,952","5,812"
Orange,Westminster,1957,,,,,,,,,,,,"25,750","60,076","71,133","78,118","88,207","89,701"
Orange,Yorba Linda,1967,,,,,,,,,,,,,"11,856","28,254","52,422","58,918","64,234"
,,,,,,,,,,,,,,,,,,,
Placer,,1851,,"13,270","11,357","14,232","15,101","15,786","18,237","18,584","24,468","28,108","41,649","56,998","77,632","117,247","172,796","248,399","348,432"
Placer,Auburn,1888,,,,,"1,595","2,050","2,376","2,289","2,661","4,013","4,653","5,586","6,570","7,540","10,592","12,462","13,330"
Placer,Colfax,1910,,,,,,,621,573,912,794,820,915,798,981,"1,306","1,496","1,963"
Placer,Dutch Flat,i. ~1858/ d.1866,,n/a,,,,,,,,,,,,,,,
Placer,Lincoln,1890,,,,,961,"1,061","1,402","1,325","2,094","2,044","2,410","3,197","3,176","4,132","7,248","11,205","42,819"
Placer,Loomis,1984,,,,,,,,,,,,,,,"5,705","6,260","6,430"
Placer,Rocklin,1893,,,,,,"1,050","1,026",643,724,795,"1,155","1,495","3,039","7,344","19,033","36,330","56,974"
Placer,Roseville,1909,,,,,,,"2,608","4,477","6,425","6,653","8,723","13,421","18,221","24,347","44,685","79,921","118,788"
,,,,,,,,,,,,,,,,,,,
Plumas,,1854,,"4,363","4,489","6,180","4,933","4,657","5,259","5,681","7,913","11,548","13,519","11,620","11,707","17,340","19,739","20,824","20,007"
Plumas,Portola,1946,,,,,,,,,,,"2,261","1,874","1,625","1,885","2,193","2,227","2,104"
,,,,,,,,,,,,,,,,,,,
Riverside,,1893,,,,,,"17,897","34,696","50,297","81,024","105,524","170,046","306,191","456,916","663,199","1,170,413","1,545,387","2,189,641"
Riverside,Banning,1913,,,,,,,,"1,810","2,752","3,874","7,034","10,250","12,034","14,020","20,570","23,562","29,603"
Riverside,Beaumont,1912,,,,,,,,857,"1,332","2,208","3,152","4,288","5,484","6,818","9,685","11,384","36,877"
Riverside,Blythe,1916,,,,,,,,"1,622","1,020","2,355","4,089","6,023","7,047","6,805","8,428","20,463","20,817"
Riverside,Cabazon,i. 1955/ d.1972,,,,,,,,,,,,498,598,,,,
Riverside,Calimesa,1990,,,,,,,,,,,,,,,,"7,139","7,879"
Riverside,Canyon Lake,1990,,,,,,,,,,,,,,,,"9,952","10,561"
Riverside,Cathedral City,1981,,,,,,,,,,,,,,,"30,085","42,647","51,200"
Riverside,Coachella,1946,,,,,,,,,,,"2,755","4,854","8,353","9,129","16,896","22,724","40,704"
Riverside,Corona,1896,,,,,,"1,434","3,540","4,129","7,018","8,764","10,223","13,336","27,519","37,791","76,095","124,966","152,374"
Riverside,Desert Hot Springs,1963,,,,,,,,,,,,,"2,738","5,941","11,668","16,582","25,938"
Riverside,Hemet,1910,,,,,,,992,"1,480","2,235","2,595","3,386","5,416","12,252","22,454","36,094","58,812","78,657"
Riverside,Indian Wells,1967,,,,,,,,,,,,,760,"1,394","2,647","3,816","4,958"
Riverside,Indio,1930,,,,,,,,,,"2,296","5,300","9,745","14,459","21,611","36,793","49,116","76,036"
Riverside,La Quinta,1982,,,,,,,,,,,,,,,"11,215","23,694","37,467"
Riverside,Lake Elsinore,1888,,,,,n/a,279,488,633,"1,350","1,552","2,068","2,432","3,530","5,982","18,285","28,928","51,821"
Riverside,Menifee,2008,,,,,,,,,,,,,,,,,"77,519"
Riverside,Moreno Valley,1984,,,,,,,,,,,,,,,"118,779","142,381","193,365"
Riverside,Murrieta,1991,,,,,,,,,,,,,,,,"44,282","103,466"
Riverside,Norco,1964,,,,,,,,,,,,,"14,511","19,732","23,302","24,157","27,063"
Riverside,Palm Desert,1973,,,,,,,,,,,,,,"11,801","23,252","41,155","48,445"
Riverside,Palm Springs,1938,,,,,,,,,,"3,434","7,660","13,468","20,936","32,359","40,181","42,807","44,552"
Riverside,Perris,1911,,,,,,,,499,763,"1,011","1,807","2,950","4,228","6,827","21,460","36,189","68,386"
Riverside,Rancho Mirage,1973,,,,,,,,,,,,,,"6,281","9,778","13,249","17,218"
Riverside,Riverside,1883,,,,,"4,683","7,973","15,212","19,341","29,696","34,696","46,764","84,332","140,089","170,591","226,505","255,166","303,871"
Riverside,San Jacinto,1888,,,,,661,583,898,945,"1,346","1,356","1,778","2,553","4,385","7,098","16,210","23,779","44,199"
Riverside,Temecula,1989,,,,,,,,,,,,,,,"27,099","57,716","100,097"
Riverside,Wildomar,2008,,,,,,,,,,,,,,,,,"32,176"
,,,,,,,,,,,,,,,,,,,
Sacramento,,1850,"9,087","24,142","26,830","34,390","40,339","45,915","67,806","91,029","141,999","170,333","277,140","502,778","634,373","783,381","1,041,219","1,223,499","1,418,788"
Sacramento,Citrus Heights,1997,,,,,,,,,,,,,,,,"85,071","83,301"
Sacramento,Elk Grove,2000,,,,,,,,,,,,,,,,,"153,015"
Sacramento,Folsom,1946,,,,,,,,,,,"1,690","3,925","5,810","11,003","29,802","51,884","72,203"
Sacramento,Galt,1946,,,,,,,,,,,"1,333","1,868","3,200","5,514","8,889","19,472","23,647"
Sacramento,Isleton,1923,,,,,,,,,"2,090","1,837","1,597","1,039",909,914,833,828,804
Sacramento,North Sacramento,i. 1924/ d.1963,,,,,,,,,"2,097","3,053","6,029","12,922",,,,,
Sacramento,Rancho Cordova,2003,,,,,,,,,,,,,,,,,"64,776"
Sacramento,Sacramento,1850,"6,820","13,785","16,283","21,420","26,386","29,282","44,696","65,908","93,750","105,958","137,572","191,667","257,105","275,741","369,365","407,018","466,488"
,,,,,,,,,,,,,,,,,,,
San Benito,,1874,,,,"5,584","6,412","6,633","8,041","8,995","11,311","11,392","14,370","15,396","18,226","25,005","36,697","53,234","55,269"
San Benito,Hollister,1872,,,,"1,034","1,234","1,315","2,308","2,781","3,757","3,881","4,903","6,071","7,663","11,488","19,212","34,413","34,928"
San Benito,San Juan Bautista,1869,,,n/a,484,463,449,326,501,n/a,678,"1,031","1,046","1,164","1,276","1,570","1,549","1,862"
,,,,,,,,,,,,,,,,,,,
San Bernardino,,1853,,"5,551","3,988","7,786","25,497","27,929","56,706","73,401","133,900","161,108","281,642","503,591","682,233","895,016","1,418,380","1,709,434","2,035,210"
San Bernardino,Adelanto,1970,,,,,,,,,,,,,,"2,164","8,517","18,130","31,765"
San Bernardino,Apple Valley,1988,,,,,,,,,,,,,,,"46,079","54,239","69,135"
San Bernardino,Barstow,1947,,,,,,,,,,,"6,135","11,644","17,442","17,690","21,472","21,119","22,639"
San Bernardino,Big Bear Lake,1980,,,,,,,,,,,,,,,"5,351","5,438","5,019"
San Bernardino,Chino,1910,,,,,,,"1,444","2,132","3,118","4,204","5,784","10,305","20,411","40,165","59,682","67,168","77,983"
San Bernardino,Chino Hills,1991,,,,,,,,,,,,,,,,"66,787","74,799"
San Bernardino,Colton,1887,,,,,"1,315","1,285","3,980","4,282","8,014","9,686","14,465","18,666","20,016","21,310","40,213","47,662","52,154"
San Bernardino,Fontana,1952,,,,,,,,,,,,"14,659","20,673","36,991","87,535","128,929","196,069"
San Bernardino,Grand Terrace,1978,,,,,,,,,,,,,,"8,498","10,946","11,626","12,040"
San Bernardino,Hesperia,1988,,,,,,,,,,,,,,,"50,418","62,582","90,173"
San Bernardino,Highland,1987,,,,,,,,,,,,,,,"34,439","44,605","53,104"
San Bernardino,Loma Linda,1970,,,,,,,,,,,,,,"10,694","17,400","18,681","23,261"
San Bernardino,Montclair,1956,,,,,,,,,,,,"13,546","22,546","22,628","28,434","33,049","36,664"
San Bernardino,Needles,1913,,,,,,,,"2,807","3,144","3,624","4,051","4,590","4,051","4,120","5,191","4,830","4,844"
San Bernardino,Ontario,1891,,,,,,722,"4,274","7,280","13,583","14,197","22,872","46,617","64,118","88,820","133,179","158,007","163,924"
San Bernardino,Rancho Cucamonga,1977,,,,,,,,,,,,,,"55,250","101,409","127,743","165,269"
San Bernardino,Redlands,1888,,,,,"1,904","4,797","10,449","9,571","14,177","14,324","18,429","26,829","36,355","43,619","60,394","63,591","68,747"
San Bernardino,Rialto,1911,,,,,,,,961,"1,642","1,770","3,156","18,567","28,370","37,862","72,388","91,873","99,171"
San Bernardino,San Bernardino,1869,,,n/a,"1,678","4,012","6,150","12,779","18,721","37,481","43,646","63,058","91,922","106,869","118,794","164,164","185,401","209,924"
San Bernardino,Twentynine Palms,1987,,,,,,,,,,,,,,,"11,821","14,764","25,048"
San Bernardino,Upland,1906,,,,,,,"2,384","2,912","4,713","6,316","9,203","15,918","32,551","47,647","63,374","68,393","73,732"
