"California Legislative Elections, 1986",,
Fritz Sands (L),3308,3.16%
Total Votes,104843,100.00%
,,
California's 79th Assembly District – DEM Hold,,
"Peter R. ""Pete"" Chacon (D-inc)",44373,69.40%
Gary Gahn (R),19562,30.60%
Total Votes,63935,100.00%
,,
California's 80th Assembly District – DEM Hold,,
Steve Peace (D),36709,52.70%
Don Perry (R),32954,47.30%
Total Votes,69663,100.00%
,,
"California legislative elections, 1980",,
California's 1st Senate District - GOP Hold,,
Ray E. Johnson (R-inc),190897,68.62%
Don W. Huggins (D),71041,25.54%
Steve Sparling (L),16259,5.84%
Total Votes,278197,100.00%
,,
California's 3rd Senate District – GOP Gain,,
John T. Doolittle (R-inc),125215,51.65%
Albert S. Rodda (D),117229,48.35%
Total Votes,242444,100.00%
,,
California's 5th Senate District – GOP Hold,,
Milton Marks (R-inc),123909,85.41%
Eric A. Garris (L),21162,14.59%
Total Votes,145071,100.00%
,,
California's 7th Senate District – DEM Hold,,
Daniel Boatwright (D-inc),150014,62.53%
J. J. Jarboe (R),67769,28.25%
Frank A. White (L),12214,5.09%
Joe Garner (AI),9927,4.14%
Total Votes,239924,100.00%
,,
California's 9th Senate District – DEM Hold,,
Nicholas C. Petris (D-inc),127131,64.88%
Todd Lewis Roust (R),51990,26.53%
Raymond T. Diamond (L),9978,5.09%
Tom Condit (PF),6864,3.50%
Total Votes,195963,100.00%
,,
California's 11th Senate District – DEM Hold,,
Al Alquist (D-inc),133506,60.77%
Richard W. Arey (R),72805,33.14%
John R. Redding (L),13393,6.10%
Total Votes,219704,100.00%
,,
California's 13th Senate District – DEM Hold,,
John Garamendi (D-inc),160490,65.77%
"William V. D. ""Bill"" Johnson (R)",83520,34.23%
Total Votes,244010,100.00%
,,
California's 15th Senate District – DEM Hold,,
Rose Ann Vuich (D-inc),140086,72.24%
Fay G. Adams (R),53840,27.76%
Total Votes,193926,100.00%
,,
California's 17th Senate District – DEM Gain,,
Henry Mello (D),117769,48.46%
Eric Seastrand (R),116931,48.11%
Tim Kilburn (L),8347,3.43%
Total Votes,243047,100.00%
,,
California's 19th Senate District – GOP Hold,,
Ed Davis (R),153650,59.26%
Rosemary Woodlock (D),93833,36.19%
Carl L. Stiffler (L),11804,4.55%
Total Votes,259287,100.00%
,,
California's 21st Senate District – GOP Hold,,
Newton R. Russell (R-inc),136654,71.82%
"Samuel H. ""Sam"" Cogar (D)",43458,22.84%
Ed Ogawa (L),10164,5.34%
Total Votes,190276,100.00%
,,
California's 23rd Senate District – DEM Hold,,
David A. Roberti (D-inc),92514,62.74%
Norman Aaron White (R),46162,31.30%
Zack Richardson (L),6280,4.26%
Kevin Scanlon (AI),2507,1.70%
Total Votes,147463,100.00%
,,
California's 25th Senate District – GOP Hold,,
"H. L. ""Bill"" Richardson (R-inc)",146675,74.94%
Toby Boothroyd (D),41137,21.02%
Bruce A. Staller (L),7900,4.04%
Total Votes,195712,100.00%
,,
California's 27th Senate District – GOP Hold,,
Robert G. Beverly (R-inc),132253,71.68%
Dave Buckland (D),38879,21.07%
Stanley G. Howard (L),13376,7.25%
Total Votes,184508,100.00%
,,
California's 29th Senate District – DEM Hold,,
Bill Greene (D-inc),76043,82.91%
Timothy F. Faulkner (R),13015,14.19%
Charles J. Thomas (L),2660,2.90%
Total Votes,91718,100.00%
,,
California's 31st Senate District – GOP Hold,,
Ollie Speraw (R),90196,54.59%
Robert E. Fronke (D),75026,45.41%
Total Votes,165222,100.00%
,,
California's 33rd Senate District – GOP Hold,,
"William P. ""Bill"" Campbell (R-inc)",133740,72.86%
Bob Epple (D),49823,27.14%
Total Votes,183563,100.00%
,,
California's 35th Senate District – GOP Hold,,
John V. Briggs (R-inc),153265,62.58%
Louis D. Velasquez (D),76653,31.30%
James N. Grover (L),10989,4.49%
Frank Boeheim (PF),4004,1.63%
Total Votes,244911,100.00%
,,
California's 37th Senate District – DEM Hold,,
Paul B. Carpenter (D-inc),104374,60.44%
Dewey Leroy Wiles (R),68315,39.56%
Total Votes,172689,100.00%
,,
California's 39th Senate District – GOP Gain,,
Jim Ellis (R),150263,63.34%
"Daniel W. ""Dan"" Finnegan (D)",86957,36.66%
Total Votes,237220,100.00%
,,
California's 1st Assembly District – GOP Hold,,
Stan Statham (R-inc),114547,81.72%
Jeff Liebling (L),17597,12.55%
David Porter Misso (PF),8031,5.73%
Total Votes,140175,100.00%
,,
California's 2nd Assembly District – DEM Hold,,
Douglas H. Bosco (D-inc),81884,63.21%
Jim Potts (R),36504,28.18%
Charles Garth (L),5866,4.53%
Dennis Maxson (PF),5283,4.08%
Total Votes,129537,100.00%
,,
California's 3rd Assembly District – GOP Hold,,
Wally Herger (R),75547,53.86%
George B. Garcia (D),55339,39.46%
Ed Martini (L),9368,6.68%
Total Votes,140254,100.00%
,,
California's 4th Assembly District – DEM Hold,,
Thomas M. Hannigan (D-inc),76013,63.08%
William J. Cecil (R),35894,29.79%
Clint D. Bolick (L),8594,7.13%
Total Votes,120501,100.00%
,,
California's 5th Assembly District – GOP Hold,,
Jean Moorhead Duffy (R-inc),75998,59.32%
Ted Sheedy (D),52121,40.68%
Total Votes,128119,100.00%
,,
California's 6th Assembly District – DEM Hold,,
Leroy F. Greene (D-inc),62998,53.51%
Dan Benvenuti Sr. (R),49617,42.15%
John C. Reiger (PF),5107,4.34%
Total Votes,117722,100.00%
,,
California's 7th Assembly District – DEM Hold,,
Norman S. Waters (D-inc),84462,56.35%
Dan S. Parises (R),65418,43.65%
Total Votes,149880,100.00%
,,
California's 8th Assembly District – GOP Gain,,
Don A. Sebastiani (R),69442,54.19%
Larry Asera (D),54421,42.47%
Joseph F. Hawkes (PF),4287,3.35%
Total Votes,128150,100.00%
,,
California's 9th Assembly District – GOP Hold,,
"William J. ""Bill"" Filante (R-inc)",67603,51.10%
Anne Charles (D),59786,45.19%
Carl M. Duncan (PF),4901,3.70%
Total Votes,132290,100.00%
,,
California's 10th Assembly District – GOP Gain,,
"William P. ""Bill"" Baker (R)",74068,50.66%
Eric H. Hasseltine (D),64357,44.02%
"H. S. ""Hank"" James (L)",7789,5.33%
Total Votes,146214,100.00%
,,
California's 11th Assembly District – DEM Hold,,
"Robert J. ""Bob"" Campbell (D)",65691,68.30%
William F. Birka III (R),21785,22.65%
John L. Corl (L),4473,4.65%
"Theresa F. ""Tena"" Dietrich (AI)",4228,4.40%
Total Votes,96177,100.00%
,,
California's 12th Assembly District – DEM Hold,,
Tom Bates (D-inc),77238,60.47%
William J. Sullivan (R),41898,32.80%
Kelly L. Haughton (L),5427,4.25%
Hilda S. Cowan (PF),3168,2.48%
Total Votes,127731,100.00%
,,
California's 13th Assembly District – DEM Hold,,
Elihu M. Harris (D-inc),53667,80.64%
Albert K. Heitzmann (L),12887,19.36%
Total Votes,66554,100.00%
,,
California's 14th Assembly District – DEM Hold,,
Bill Lockyer (D-inc),66937,100.00%
,,
California's 15th Assembly District – GOP Gain,,
"Gilbert R. ""Gib"" Marguth Jr. (R)",55855,55.32%
S. Floyd Mori (D-inc),45103,44.68%
Total Votes,100958,100.00%
,,
California's 16th Assembly District – DEM Hold,,
Art Agnos (D-inc),45492,73.92%
Larry Jenkins (R),11322,18.40%
Justin Raimondo (L),4730,7.69%
Total Votes,61544,100.00%
,,
California's 17th Assembly District – DEM Hold,,
Willie Brown (D-inc),53008,60.86%
Thomas S. Crary (R),27056,31.06%
"Andrew R. ""Paul"" Kangas (PF)",4422,5.08%
Marshall E. Schwartz (L),2612,3.00%
Total Votes,87098,100.00%
,,
California's 18th Assembly District – DEM Hold,,
Leo T. McCarthy (D-inc),63872,74.14%
Tom Gede (R),18733,21.75%
Mark Read Pickens (L),3542,4.11%
Total Votes,86147,100.00%
,,
California's 19th Assembly District – DEM Hold,,
Lou Papan (D-inc),45376,50.62%
"James J. ""Jim"" Tucker (R)",38485,42.93%
"Gwendolyn ""Gwen"" Baba (L)",5788,6.46%
Total Votes,89649,100.00%
,,
California's 20th Assembly District – GOP Hold,,
Robert W. Naylor (R-inc),74656,70.12%
Gil Tovar (D),25505,23.96%
Richard Lee Grossman (AI),6305,5.92%
Total Votes,106466,100.00%
,,
California's 21st Assembly District – DEM Hold,,
Byron D. Sher (D),57903,57.78%
Greg Morris (R),34976,34.90%
Chuck Olson (L),7339,7.32%
Total Votes,100218,100.00%
,,
California's 22nd Assembly District – GOP Hold,,
Ernie Konnyu (R),64753,55.52%
Cole Bridges (D),45054,38.63%
Elizabeth Cervantes Barron (PF),6826,5.85%
Total Votes,116633,100.00%
,,
California's 23rd Assembly District – DEM Hold,,
John Vasconcellos (D-inc),48770,58.16%
Auralee Street (R),30441,36.30%
James P. Wurm (L),4647,5.54%
Total Votes,83858,100.00%
,,
California's 24th Assembly District – DEM Hold,,
Dom Cortese (D),58626,48.21%
Larry Pegram (R),57217,47.05%
Dante De Amicis (L),5762,4.74%
Total Votes,121605,100.00%
,,
California's 25th Assembly District – DEM Hold,,
Alister McAlister (D-inc),79984,100.00%
,,
California's 26th Assembly District – DEM Hold,,
Patrick Johnston (D),42616,47.91%
Adrian C. Fondse (R),42581,47.87%
"J. Martin ""Jay"" Brewster (L)",3751,4.22%
Total Votes,88948,100.00%
,,
California's 27th Assembly District – DEM Hold,,
John E. Thurman Jr. (D-inc),56043,60.96%
Chris Patterakis (R),33019,35.92%
Stephen L. Gerringer (L),2874,3.13%
Total Votes,91936,100.00%
,,
California's 28th Assembly District – DEM Hold,,
Sam Farr (D),67770,53.30%
Ann Welchner (R),48001,37.76%
Michael G. Zaharakis (PF),6294,4.95%
Donald E. Atkinson (L),5073,3.99%
Total Votes,127138,100.00%
,,
California's 29th Assembly District – GOP Hold,,
Carol Hallett (R-inc),93061,100.00%
,,
California's 30th Assembly District – DEM Hold,,
Jim Costa (D-inc),52233,67.64%
Carol Harner (R),24989,32.36%
Total Votes,77222,100.00%
,,
California's 31st Assembly District – DEM Hold,,
Richard H. Lehman (D-inc),84427,100.00%
,,
California's 32nd Assembly District – GOP Hold,,
Gordon W. Duffy (R-inc),49952,59.19%
Kenn Bovetti (D),34443,40.81%
Total Votes,84395,100.00%
,,
California's 33rd Assembly District – GOP Hold,,
Don Rogers (R-inc),61546,66.83%
Grant W. Jensen (D),30542,33.17%
Total Votes,92088,100.00%
,,
California's 34th Assembly District – GOP Hold,,
Phil Wyman (R-inc),78649,73.08%
Gloria A. Dizmang (D),28971,26.92%
Total Votes,107620,100.00%
,,
California's 35th Assembly District – DEM Hold,,
Gary K. Hart (D-inc),71856,60.29%
David J. Aquino (R),44014,36.93%
David Lloyd Sutton (L),3320,2.79%
Total Votes,119190,100.00%
,,
California's 36th Assembly District – GOP Hold,,
Charles R. Imbrecht (R-inc),76148,68.01%
Ira Laufer (D),31738,28.35%
F. Freeland Chew (L),4079,3.64%
Total Votes,111965,100.00%
,,
California's 37th Assembly District – GOP Hold,,
Cathie M. Wright (R),66937,57.31%
Arline M. Mathews (D),39838,34.11%
Daniel Paul Weiner (L),10028,8.59%
Total Votes,116803,100.00%
,,
California's 38th Assembly District – GOP Hold,,
Marian W. La Follette (R),64291,47.81%
Steven Charles Afriat (D),63001,46.85%
Ernie Tanner (L),7188,5.35%
Total Votes,134480,100.00%
,,
California's 39th Assembly District – DEM Gain,,
Richard Katz (D),38081,49.79%
J. Robert Hayes (R),34500,45.11%
Lily Doria Woods (AI),2143,2.80%
Bob Binsley (L),1760,2.30%
Total Votes,76484,100.00%
,,
California's 40th Assembly District – DEM Hold,,
Tom Bane (D-inc),56447,65.22%
John C. Kennedy (R),25678,29.67%
Janice Vargo (L),2589,2.99%
Rene Herz Engel (PF),1836,2.12%
Total Votes,86550,100.00%
,,
California's 41st Assembly District – GOP Hold,,
Pat Nolan (R-inc),66884,74.36%
G. Warren Helms (D),19252,21.40%
"Raymond ""Ray"" Wulfe (L)",3811,4.24%
Total Votes,89947,100.00%
,,
California's 42nd Assembly District – GOP Hold,,
"William H. ""Bill"" Ivers (R-inc)",53385,52.27%
Robert S. Henry (D),44615,43.69%
Mark W. Stroberg (L),4127,4.04%
Total Votes,102127,100.00%
,,
California's 43rd Assembly District – DEM Hold,,
Howard L. Berman (D-inc),74710,63.19%
Robert W. Bates (R),37848,32.01%
Bruce Lagasse (L),5668,4.79%
Total Votes,118226,100.00%
,,
California's 44th Assembly District – DEM Hold,,
Mel Levine (D-inc),67677,68.09%
Robert A. Haupt (R),26287,26.45%
Ed Wolford (L),5434,5.47%
Total Votes,99398,100.00%
,,
California's 45th Assembly District – DEM Hold,,
Herschel Rosenthal (D-inc),61208,63.62%
Eleanore E. Parker (R),26440,27.48%
Ted Brown (L),4314,4.48%
Carol Weston (PF),4243,4.41%
Total Votes,96205,100.00%
,,
California's 46th Assembly District – DEM Hold,,
Mike Roos (D-inc),35454,65.78%
Alon Cory (R),15153,28.12%
Johnnie R. Garner (L),3289,6.10%
Total Votes,53896,100.00%
,,
California's 47th Assembly District – DEM Hold,,
Teresa P. Hughes (D-inc),37071,85.48%
Marvin L. Thompson Jr. (R),6299,14.52%
Total Votes,43370,100.00%
,,
California's 48th Assembly District – DEM Hold,,
Maxine Waters (D-inc),39660,82.88%
Yva Hallburn (R),8194,17.12%
Total Votes,47854,100.00%
,,
California's 49th Assembly District – DEM Hold,,
Gwen Moore (D-inc),69734,85.35%
Kevin Dye (L),11970,14.65%
Total Votes,81704,100.00%
,,
California's 50th Assembly District – DEM Hold,,
Curtis R. Tucker (D-inc),51598,73.62%
Arthur Fernandas Thomas (R),15061,21.49%
John M. Townsend (L),3431,4.90%
Total Votes,70090,100.00%
,,
California's 51st Assembly District – GOP Hold,,
Marilyn G. Ryan (R-inc),82876,75.79%
Mark Wirth (D),20139,18.42%
Thomas J. Crowe (L),6340,5.80%
Total Votes,109355,100.00%
,,
California's 52nd Assembly District – GOP Hold,,
Gerald N. Felando (R-inc),40476,51.85%
Louis L. Dominguez (D),33684,43.15%
Mary E. Cassano (L),3898,4.99%
Total Votes,78058,100.00%
,,
California's 53rd Assembly District – DEM Gain,,
"Richard E. ""Dick"" Floyd (D)",35093,53.32%
Paul T. Bannai (R-inc),28321,43.03%
Salvatorre Joseph Cassano (L),2407,3.66%
Total Votes,65821,100.00%
,,
California's 54th Assembly District – DEM Hold,,
Frank Vicencia (D-inc),40294,76.28%
Richard G. Coxson (R),10101,19.12%
Terrill W. Holloway (L),2430,4.60%
Total Votes,52825,100.00%
,,
California's 55th Assembly District – DEM Hold,,
Richard Alatorre (D-inc),33819,67.37%
Dale Reed (R),14400,28.69%
Waheed R. Boctor (L),1979,3.94%
Total Votes,50198,100.00%
,,
California's 56th Assembly District – DEM Hold,,
Art Torres (D-inc),24848,81.44%
J. Raul Blacksten (R),4017,13.17%
Sandra J. Nelson (L),1644,5.39%
Total Votes,30509,100.00%
,,
California's 57th Assembly District – DEM Hold,,
David Elder (D-inc),41417,63.52%
J. Paul Robinson (R),23782,36.48%
Total Votes,65199,100.00%
,,
California's 58th Assembly District – GOP Hold,,
Dennis L. Brown (R-inc),56405,57.58%
John Allen (D),41558,42.42%
Total Votes,97963,100.00%
,,
California's 59th Assembly District – DEM Hold,,
Matthew G. Martinez (D),47841,72.62%
Houston A. Myers (AI),11666,17.71%
"Carl M. ""Marty"" Swinney (L)",6374,9.68%
Total Votes,65881,100.00%
,,
California's 60th Assembly District – DEM Hold,,
Sally Tanner (D-inc),34542,67.02%
Henry J. Velasco (R),14358,27.86%
David Carl Argall (L),1508,2.93%
Myron L. Guarnett (AI),1135,2.20%
Total Votes,51543,100.00%
,,
California's 61st Assembly District – GOP Hold,,
Dick Mountjoy (R-inc),67645,73.28%
"Josephine ""Jo"" Smith (D)",21225,22.99%
Pearl M. Scanlon (AI),3438,3.72%
Total Votes,92308,100.00%
,,
California's 62nd Assembly District – GOP Hold,,
"William H. ""Bill"" Lancaster (R-inc)",72862,71.53%
Gary Miller (D),28998,28.47%
Total Votes,101860,100.00%
,,
California's 63rd Assembly District – DEM Hold,,
Bruce E. Young (D-inc),56636,68.72%
Sally Brandes (R),23786,28.86%
Jerry D. Leaf (L),1996,2.42%
Total Votes,82418,100.00%
,,
California's 64th Assembly District – GOP Hold,,
Dave Stirling (R-inc),74267,73.21%
George M. Juric (D),27183,26.79%
Total Votes,101450,100.00%
,,
California's 65th Assembly District – DEM Hold,,
Jim Cramer (D),43909,48.67%
Charles W. Bader (R),42195,46.77%
David J. Eloff (L),4123,4.57%
Total Votes,90227,100.00%
,,
California's 66th Assembly District – DEM Hold,,
Terry Goggin (D-inc),50503,58.07%
Cliff Sumrall (R),32027,36.82%
John W. Montgomery (L),4444,5.11%
Total Votes,86974,100.00%
,,
California's 67th Assembly District – GOP Hold,,
Bill Leonard (R-inc),87566,66.52%
Mark L. Gunn (D),36813,27.97%
Jack Wilson (L),7251,5.51%
Total Votes,131630,100.00%
,,
California's 68th Assembly District – DEM Hold,,
"Walter M. ""Walt"" Ingalls (D-inc)",63150,59.85%
Sharon King-Jeffers (R),37744,35.77%
Darlene Brinks (L),4618,4.38%
Total Votes,105512,100.00%
,,
California's 69th Assembly District – GOP Hold,,
Ross Johnson (R-inc),69244,68.26%
"Christian F. ""Rick"" Thierbach (D)",32204,31.74%
Total Votes,101448,100.00%
,,
California's 70th Assembly District – GOP Hold,,
John R. Lewis (R),79563,60.26%
Kevin O'Rourke (D),30319,22.96%
Roberta Rinehart (L),22160,16.78%
Total Votes,132042,100.00%
,,
California's 71st Assembly District – DEM Hold,,
"Chester B. ""Chet"" Wray (D-inc)",47056,48.32%
Doris Allen (R),46559,47.81%
Devon Showley (L),3773,3.87%
Total Votes,97388,100.00%
,,
California's 72nd Assembly District – DEM Hold,,
Richard H. Robinson (D-inc),50348,65.53%
Raoul Silva (R),26486,34.47%
Total Votes,76834,100.00%
,,
California's 73rd Assembly District – GOP Gain,,
Nolan Frizzelle (R),72775,51.49%
Dennis Mangers (D-inc),68572,48.51%
Total Votes,141347,100.00%
,,
California's 74th Assembly District – GOP Hold,,
Marian C. Bergeson (R-inc),142115,73.58%
Jack H. Baldwin (D),33590,17.39%
Sue Waltman (L),17433,9.03%
Total Votes,193138,100.00%
,,
California's 75th Assembly District – GOP Hold,,
David G. Kelley (R-inc),88884,68.65%
Daryll Gill (D),31897,24.64%
Jerry D. Gentry (L),8693,6.71%
Total Votes,129474,100.00%
,,
California's 76th Assembly District – GOP Hold,,
Robert Frazee (R-inc),156080,71.08%
Michael A. Becker (D),48651,22.16%
Jim Lorenz (L),14861,6.77%
Total Votes,219592,100.00%
,,
California's 77th Assembly District – GOP Hold,,
Larry Stirling (R),79709,59.55%
Fred Nagel (D),54137,40.45%
Total Votes,133846,100.00%
,,
California's 78th Assembly District – DEM Hold,,
Lawrence Kapiloff (D-inc),60871,56.00%
Ross Tharp (R),47827,44.00%
Total Votes,108698,100.00%
,,
California's 79th Assembly District – DEM Hold,,
"Peter R. ""Pete"" Chacon (D-inc)",42884,62.10%
Rita Bailey (R),26169,37.90%
Total Votes,69053,100.00%
,,
California's 80th Assembly District – DEM Hold,,
Wadie P. Deddeh (D-inc),62579,62.73%
Lorraine Green (R),37179,37.27%
Total Votes,99758,100.00%
,,
"California State Legislative Elections, 1978",,
California's 2nd Senate District - DEM Gain,,
Barry Keene (D),110899,50.49%
Gary Giacomini (R),99119,45.13%
Linda D. Wren (PF),9626,4.38%
Total Votes,219644,100.00%
California's 4th Senate District - GOP Gain,,
Jim Nielsen (R),108688,52.30%
John F. Dunlap (D-inc),94448,45.44%
Joseph F. Hawkes (PF),4696,2.26%
Total Votes,207832,100.00%
California's 6th Senate District - DEM Hold,,
John Francis Foran (D-inc),96764,68.05%
Max Woods (R),45430,31.95%
Total Votes,142194,100.00%
California's 8th Senate District - DEM Hold,,
John W. Holmdahl (D-inc),95188,70.84%
"Patrick V. ""Pat"" Colglazier (R)",39191,29.16%
Total Votes,134379,100.00%
California's 10th Senate District - GOP Gain,,
Marz Garcia (R),88248,50.03%
Arlen F. Gregorio (D-inc),88158,49.97%
Total Votes,176406,100.00%
California's 12th Senate District - DEM Hold,,
Jerry Smith (D-inc),96897,61.12%
Clark L. Bradley (R),61642,38.88%
Total Votes,158539,100.00%
California's 14th Senate District - DEM Hold,,
George N. Zenovich (D-inc),89153,71.68%
Kenneth Kessler (R),35218,28.32%
Total Votes,124371,100.00%
California's 16th Senate District - DEM Hold,,
Walter W. Stiern (D-inc),93012,59.13%
"W. R. ""Bill"" Snyder (R)",64300,40.87%
Total Votes,157312,100.00%
California's 18th Senate District - DEM Hold,,
Omer L. Rains (D-inc),118153,65.81%
"E. G. ""Wally"" Wallenbrock (R)",61384,34.19%
Total Votes,179537,100.00%
California's 20th Senate District - DEM Hold,,
Alan Robbins (D-inc),92969,67.82%
John C. Kennedy (R),37119,27.08%
Jason Lucas (PF),6985,5.10%
Total Votes,137073,100.00%
California's 22nd Senate District - DEM Hold,,
Alan Sieroty (D-inc),133590,68.79%
Sarah Kelly (R),60623,31.21%
Total Votes,194213,100.00%
California's 24th Senate District - DEM Hold,,
Alex P. Garcia (D-inc),51075,69.02%
Loyal A. Weaver (R),19340,26.14%
Kay McGlachlin (PF),3583,4.84%
Total Votes,73998,100.00%
California's 26th Senate District - DEM Hold,,
Joseph B. Montoya (D-inc),71400,64.67%
Ernest Duncan (R),39011,35.33%
Total Votes,110411,100.00%
California's 28th Senate District - DEM Hold,,
Ralph C. Dills (D-inc),77258,86.20%
Michael W. Hennessy (AI),12373,13.80%
Total Votes,89631,100.00%
California's 30th Senate District - DEM Hold,,
Diane Watson (D),91854,68.88%
Robert L. Moody (R),41504,31.12%
Total Votes,133358,100.00%
California's 32nd Senate District - DEM Hold,,
Ruben S. Ayala (D-inc),79837,62.25%
John Ridley (R),48415,37.75%
Total Votes,128252,100.00%
California's 34th Senate District - DEM Hold,,
Robert B. Presley (D-inc),100749,55.68%
John E. Stanton (R),80205,44.32%
Total Votes,180954,100.00%
California's 36th Senate District - GOP Hold,,
John G. Schmitz (R),125192,49.55%
Ronald Cordova (D),112860,44.67%
David Bergland (L),14608,5.78%
Total Votes,252660,100.00%
California's 38th Senate District - GOP Hold,,
William A. Craven (R-inc),159923,62.94%
Jerry C. Harmon (D),94162,37.06%
Total Votes,254085,100.00%
California's 40th Senate District - DEM Hold,,
James R. Mills (D-inc),93702,71.45%
Gerri Rickman (R),37440,28.55%
Total Votes,131142,100.00%
California's 1st Assembly District - GOP Hold,,
Stan Statham (R-inc),93238,100.00%
California's 2nd Assembly District - DEM Hold,,
Douglas H. Bosco (D),61607,56.22%
"E. R. ""Bob"" Dryden (R)",42101,38.42%
Joel Meza (PF),5875,5.36%
Total Votes,109583,100.00%
California's 3rd Assembly District - GOP Hold,,
Eugene A. Chappie (R-inc),69556,65.56%
Jim Pharris (D),36544,34.44%
Total Votes,106100,100.00%
California's 4th Assembly District - DEM Hold,,
Thomas M. Hannigan (D),57485,62.41%
Jeff Ketelson (R),34627,37.59%
Total Votes,92112,100.00%
California's 5th Assembly District - GOP Gain,,
Jean Moorhead Duffy (R),57485,61.85%
Ben W. Franklin (D),35463,38.15%
Total Votes,92948,100.00%
California's 6th Assembly District - DEM Hold,,
Leroy F. Greene (D-inc),60294,62.58%
Dan Benvenuti Sr. (R),36050,37.42%
Total Votes,96344,100.00%
California's 7th Assembly District - DEM Hold,,
Norman S. Waters (D-inc),76220,100.00%
California's 8th Assembly District - DEM Hold,,
Michael Gage (D-inc),61428,57.32%
Gerald A. Burney Jr. (R),40016,37.34%
Nancy V. Gunn (PF),5717,5.33%
Total Votes,107161,100.00%
California's 9th Assembly District - GOP Gain,,
"William J. ""Bill"" Filante (R)",55304,51.67%
Michael Wornum (D-inc),46485,43.43%
Stephen E. Dias (PF),5238,4.89%
Total Votes,107027,100.00%
California's 10th Assembly District - DEM Hold,,
Daniel Boatwright (D-inc),81355,100.00%
California's 11th Assembly District - DEM Hold,,
John T. Knox (D-inc),52821,69.89%
"Joseph ""Ed"" Eichar (R)",18408,24.36%
William L. Ward (AI),4353,5.76%
Total Votes,75582,100.00%
California's 12th Assembly District - DEM Hold,,
Tom Bates (D-inc),59570,54.35%
Robert M. Niemann (R),46966,42.85%
Tom Condit (PF),3067,2.80%
Total Votes,109603,100.00%
California's 13th Assembly District - DEM Hold,,
Elihu M. Harris (D),40882,74.62%
Todd Lewis Roust (R),13907,25.38%
Total Votes,54789,100.00%
California's 14th Assembly District - DEM Hold,,
Bill Lockyer (D-inc),45464,74.60%
Alma Clark (R),13466,22.10%
Albert L. Sargis (PF),2013,3.30%
Total Votes,60943,100.00%
California's 15th Assembly District - DEM Hold,,
S. Floyd Mori (D-inc),50013,65.86%
Beverly Sedgwick (R),25928,34.14%
Total Votes,75941,100.00%
California's 16th Assembly District - DEM Hold,,
Art Agnos (D-inc),38018,74.93%
Dwight K. Tripp III (R),8630,17.01%
John Ryan Marlow (PF),4089,8.06%
Total Votes,50737,100.00%
California's 17th Assembly District - DEM Hold,,
Willie Brown (D-inc),43732,62.95%
Mike Henderson (R),25738,37.05%
Total Votes,69470,100.00%
California's 18th Assembly District - DEM Hold,,
Leo T. McCarthy (D-inc),47685,69.16%
Joseph C. Faulkner (R),18120,26.28%
Patrick A. Walters (AI),3142,4.56%
Total Votes,68947,100.00%
California's 19th Assembly District - DEM Hold,,
Lou Papan (D-inc),46073,63.40%
Dorothy D. Adams (R),21568,29.68%
Joseph W. Kerska (AI),5027,6.92%
Total Votes,72668,100.00%
California's 20th Assembly District - GOP Hold,,
Robert W. Naylor (R),49975,52.40%
Chris Cobey (D),45397,47.60%
Total Votes,95372,100.00%
California's 21st Assembly District - DEM Hold,,
Victor Calvo (D-inc),35865,53.78%
Greg Morris (R),30829,46.22%
Total Votes,66694,100.00%
