"California Legislative Elections, 1986",,
California's 22nd Assembly District - GOP Hold,,
Richard D. Hayden (R-inc),47651,52.83%
"Russell J. ""Rusty"" Hammer (D)",39045,43.29%
Max Kernaghan (AI),3508,3.89%
Total Votes,90204,100.00%
California's 23rd Assembly District - DEM Hold,,
John Vasconcellos (D-inc),34301,62.36%
Lynn Knapp (R),20704,37.64%
Total Votes,55005,100.00%
California's 24th Assembly District - DEM Hold,,
Leona H. Egeland (D-inc),60580,66.38%
Jack Sandoval (R),30679,33.62%
Total Votes,91259,100.00%
California's 25th Assembly District - DEM Hold,,
Alister McAlister (D-inc),47176,65.37%
Carl H. Bocchini (R),24992,34.63%
Total Votes,72168,100.00%
California's 26th Assembly District - DEM Hold,,
Carmen Perino (D-inc),36877,51.06%
Douglas F. Carter (R),35342,48.94%
Total Votes,72219,100.00%
California's 27th Assembly District - DEM Hold,,
John E. Thurman Jr. (D-inc),52986,100.00%
California's 28th Assembly District - DEM Hold,,
Henry Mello (D-inc),57144,58.41%
Harry Wiens (R),31007,31.69%
Michael G. Zaharakis (PF),9685,9.90%
Total Votes,97836,100.00%
California's 29th Assembly District - GOP Hold,,
Carol Hallett (R-inc),62864,76.38%
Shane Kramer (D),19440,23.62%
Total Votes,82304,100.00%
California's 30th Assembly District - DEM Gain,,
Jim Costa (D),41157,63.80%
Octavia Diener (R),23348,36.20%
Total Votes,64505,100.00%
California's 31st Assembly District - DEM Hold,,
Richard H. Lehman (D-inc),50761,57.43%
Tom Marsella (R),37633,42.57%
Total Votes,88394,100.00%
California's 32nd Assembly District - GOP Hold,,
Gordon W. Duffy (R-inc),46420,72.62%
Frank Rocha (D),17505,27.38%
Total Votes,63925,100.00%
California's 33rd Assembly District - GOP Hold,,
Don Rogers (R),42912,63.96%
Alastair McTaggart (D),24181,36.04%
Total Votes,67093,100.00%
California's 34th Assembly District - GOP Gain,,
Phil Wyman (R),43845,54.28%
Larry Chimbole (D-inc),36928,45.72%
Total Votes,80773,100.00%
California's 35th Assembly District - DEM Hold,,
Gary K. Hart (D-inc),56332,58.99%
De Wayne Holdahl (R),39163,41.01%
Total Votes,95495,100.00%
California's 36th Assembly District - GOP Hold,,
Charles R. Imbrecht (R-inc),56654,66.84%
Ed Albrecht (D),28105,33.16%
Total Votes,84759,100.00%
California's 37th Assembly District - GOP Hold,,
Bob Cline (R-inc),62637,71.29%
Hal Goldman (D),25224,28.71%
Total Votes,87861,100.00%
California's 38th Assembly District - GOP Hold,,
Paul V. Priolo (R-inc),70116,67.06%
Roger Bollinger (D),34445,32.94%
Total Votes,104561,100.00%
California's 39th Assembly District - GOP Gain,,
J. Robert Hayes (R),30526,48.86%
Jim Keysor (D-inc),29365,47.00%
Rene Herz Engel (PF),2589,4.14%
Total Votes,62480,100.00%
California's 40th Assembly District - DEM Hold,,
Tom Bane (D-inc),48653,65.92%
Dolores LeFevre (R),25155,34.08%
Total Votes,73808,100.00%
California's 41st Assembly District - GOP Hold,,
Pat Nolan (R),50974,67.69%
John G. Triphon (D),24334,32.31%
Total Votes,75308,100.00%
California's 42nd Assembly District - GOP Hold,,
"William H. ""Bill"" Ivers (R)",48449,54.66%
Judy Binch Tejeda (D),36545,41.23%
Ed Ogawa (I),2409,2.72%
Earl C. Harper (AI),1229,1.39%
Total Votes,88632,100.00%
California's 43rd Assembly District - DEM Hold,,
Howard L. Berman (D-inc),81013,100.00%
California's 44th Assembly District - DEM Hold,,
Mel Levine (D-inc),59624,68.73%
David McKay Barlow (R),27131,31.27%
Total Votes,86755,100.00%
California's 45th Assembly District - DEM Hold,,
Herschel Rosenthal (D-inc),58243,67.80%
Gary E. Wheelock (R),24647,28.69%
Mark Hupf (PF),3014,3.51%
Total Votes,85904,100.00%
California's 46th Assembly District - DEM Hold,,
Mike Roos (D-inc),33487,70.05%
"William ""Bill"" Lovett (R)",14320,29.95%
Total Votes,47807,100.00%
California's 47th Assembly District - DEM Hold,,
Teresa P. Hughes (D-inc),30128,85.19%
Armando Soto Mayor (R),5238,14.81%
Total Votes,35366,100.00%
California's 48th Assembly District - DEM Hold,,
Maxine Waters (D-inc),30449,80.78%
Timothy F. Faulkner (R),7247,19.22%
Total Votes,37696,100.00%
California's 49th Assembly District - DEM Hold,,
Gwen Moore (D),50352,70.52%
Gary R. Gottlieb (R),21044,29.48%
Total Votes,71396,100.00%
California's 50th Assembly District - DEM Hold,,
Curtis R. Tucker (D-inc),41190,71.04%
Nancy E. Allen (R),16792,28.96%
Total Votes,57982,100.00%
California's 51st Assembly District - GOP Hold,,
Marilyn G. Ryan (R-inc),58101,68.08%
Dave Helgevold (D),27235,31.92%
Total Votes,85336,100.00%
California's 52nd Assembly District - GOP Gain,,
Gerald N. Felando (R),33737,55.13%
Vincent Thomas (D-inc),27462,44.87%
Total Votes,61199,100.00%
California's 53rd Assembly District - GOP Hold,,
Paul T. Bannai (R-inc),29844,56.76%
Cindy Wear (D),22739,43.24%
Total Votes,52583,100.00%
California's 54th Assembly District - DEM Hold,,
Frank Vicencia (D-inc),31773,78.22%
Richard G. Coxson (R),8848,21.78%
Total Votes,40621,100.00%
California's 55th Assembly District - DEM Hold,,
Richard Alatorre (D-inc),27081,59.40%
John Miguel Feliz (R),18510,40.60%
Total Votes,45591,100.00%
California's 56th Assembly District - DEM Hold,,
Art Torres (D-inc),23086,80.73%
J. Raul Blacksten (R),5512,19.27%
Total Votes,28598,100.00%
California's 57th Assembly District - DEM Hold,,
David Elder (D),37134,67.12%
"W. L. ""Bill"" Patrick (R)",18190,32.88%
Total Votes,55324,100.00%
California's 58th Assembly District - DEM Hold,,
Dennis L. Brown (R),46362,53.98%
Fred W. Chel (D-inc),39522,46.02%
Total Votes,85884,100.00%
California's 59th Assembly District - DEM Hold,,
Jack R. Fenton (D-inc),44586,67.36%
"Armando ""The Man"" Muniz (I)",11629,17.57%
Jackie L. Clair (R),9978,15.07%
Total Votes,66193,100.00%
California's 60th Assembly District - DEM Hold,,
Sally Tanner (D),27589,62.45%
Murray Happy Cluff (R),14768,33.43%
Myron L. Guarnett (AI),1818,4.12%
Total Votes,44175,100.00%
California's 61st Assembly District - GOP Hold,,
Dick Mountjoy (R),59396,83.43%
Pearl M. Scanlon (AI),11795,16.57%
Total Votes,71191,100.00%
California's 62nd Assembly District - GOP Hold,,
"William H. ""Bill"" Lancaster (R-inc)",44653,53.11%
Sally Baldonado (D),39417,46.89%
Total Votes,84070,100.00%
California's 63rd Assembly District - DEM Hold,,
Bruce E. Young (D-inc),51325,100.00%
California's 64th Assembly District - GOP Hold,,
Dave Stirling (R-inc),53166,64.82%
George M. Juric (D),28858,35.18%
Total Votes,82024,100.00%
California's 65th Assembly District - DEM Hold,,
Bill McVittie (D-inc),39435,59.10%
Don Donnelly (R),27287,40.90%
Total Votes,66722,100.00%
California's 66th Assembly District - DEM Hold,,
Terry Goggin (D-inc),41475,65.29%
"Tamara J. ""Tammy"" Wolfinbarger (R)",22047,34.71%
Total Votes,63522,100.00%
California's 67th Assembly District - GOP Hold,,
Bill Leonard (R),53466,54.35%
Steve Hauser (D),44911,45.65%
Total Votes,98377,100.00%
California's 68th Assembly District - DEM Hold,,
"Walter M. ""Walt"" Ingalls (D-inc)",45757,56.26%
"William E. ""Bill"" Engel (R)",35576,43.74%
Total Votes,81333,100.00%
California's 69th Assembly District - GOP Hold,,
Ross Johnson (R),45946,54.87%
Paul Bell (D),37797,45.13%
Total Votes,83743,100.00%
California's 70th Assembly District - GOP Hold,,
Bruce Nestande (R-inc),70432,71.04%
Robert B. Music (D),28710,28.96%
Total Votes,99142,100.00%
California's 71st Assembly District - DEM Hold,,
"Chester B. ""Chet"" Wray (D-inc)",42471,56.02%
Doris Allen (R),33342,43.98%
Total Votes,75813,100.00%
California's 72nd Assembly District - DEM Hold,,
Richard H. Robinson (D-inc),38841,62.18%
David L. Brandt (R),23620,37.82%
Total Votes,62461,100.00%
California's 73rd Assembly District - DEM Hold,,
Dennis Mangers (D-inc),56753,52.14%
"Charles M. ""Chuck"" Gibson (R)",47253,43.42%
Jim Gallagher (L),4832,4.44%
Total Votes,108838,100.00%
California's 74th Assembly District - GOP Gain,,
Marian C. Bergeson (R),101622,74.12%
John C. Harrison (D),35476,25.88%
Total Votes,137098,100.00%
California's 75th Assembly District - GOP Hold,,
David G. Kelley (R),57449,57.66%
Tom Suitt (D),42191,42.34%
Total Votes,99640,100.00%
California's 76th Assembly District - GOP Hold,,
Robert Frazee (R),103208,67.15%
Austin Childs (D),50491,32.85%
Total Votes,153699,100.00%
California's 77th Assembly District - GOP Hold,,
Jim Ellis (R-inc),67982,66.90%
Wiley Davis (D),33634,33.10%
Total Votes,101616,100.00%
California's 78th Assembly District - DEM Hold,,
Lawrence Kapiloff (D-inc),48867,55.01%
Terry Knoepp (R),39963,44.99%
Total Votes,88830,100.00%
California's 79th Assembly District - DEM Hold,,
"Peter R. ""Pete"" Chacon (D-inc)",36357,64.51%
Virginia Bridge (R),19998,35.49%
Total Votes,56355,100.00%
California's 80th Assembly District - DEM Hold,,
Wadie P. Deddeh (D-inc),52432,70.58%
Lorraine Green (R),21860,29.42%
Total Votes,74292,100.00%
"California State Legislative Elections, 1976",,
California's 1st Senate District - GOP Gain,,
Ray E. Johnson (R),127451,54.46%
Randolph Collier (D-inc),106555,45.54%
Total Votes,234006,100.00%
California's 3rd Senate District - DEM Hold,,
Albert S. Rodda (D-inc),155403,100.00%
California's 5th Senate District - GOP Hold,,
Milton Marks (R-inc),73812,50.07%
Bob Mendelsohn (D),67032,45.47%
Barbara Ann Blong (PF),6585,4.47%
Total Votes,147429,100.00%
California's 7th Senate District - GOP Hold,,
John A. Nejedly (R-inc),137559,63.58%
Richard Beserra (D),73797,34.11%
Michael Dietrich (AI),5007,2.31%
Total Votes,216363,100.00%
California's 9th Senate District - DEM Hold,,
Nicholas C. Petris (D-inc),132097,67.21%
Marvin E. Lichtenthal (R),50970,25.93%
Shirley T. Lee (PF),13475,6.86%
Total Votes,196542,100.00%
California's 11th Senate District - DEM Hold,,
Al Alquist (D-inc),136846,71.61%
Lawrence Turpen (R),45954,24.05%
Thomas W. Reed (AI),8286,4.34%
Total Votes,191086,100.00%
California's 13th Senate District - DEM Hold,,
John Garamendi (D),103953,52.81%
Bob Whitten (R),92872,47.19%
Total Votes,196825,100.00%
California's 15th Senate District - DEM Gain,,
Rose Ann Vuich (D),85045,50.85%
Ernest N. Mobley (R),82194,49.15%
Total Votes,167239,100.00%
California's 17th Senate District - GOP Hold,,
Robert Nimmo (R),102730,50.30%
Phil Harry (D),101505,49.70%
Total Votes,204235,100.00%
California's 19th Senate District - GOP Hold,,
Lou Cusanovich (R-inc),113580,50.18%
Sabrina Schiller (D),112773,49.82%
Total Votes,226353,100.00%
California's 21st Senate District - GOP Hold,,
Newton R. Russell (R-inc),126933,65.68%
Raymond J. Loftus (D),66335,34.32%
Total Votes,193268,100.00%
California's 23rd Senate District - DEM Hold,,
David A. Roberti (D-inc),110488,69.29%
Allen R. Adams (R),48980,30.71%
Total Votes,159468,100.00%
California's 25th Senate District - GOP Hold,,
"H. L. ""Bill"" Richardson (R-inc)",124922,65.31%
Ronald Barbatoe (D),66361,34.69%
Total Votes,191283,100.00%
California's 27th Senate District - GOP Gain,,
Robert G. Beverly (R),111588,61.30%
James Q. Wedworth (D-inc),70457,38.70%
Total Votes,182045,100.00%
California's 29th Senate District - DEM Hold,,
Bill Greene (D-inc),77053,82.03%
James L. Dunlap (R),16877,17.97%
Total Votes,93930,100.00%
California's 31st Senate District - GOP Hold,,
George Deukmejian (R-inc),93808,52.37%
Renee Simon (D),85334,47.63%
Total Votes,179142,100.00%
California's 33rd Senate District - GOP Gain,,
"William P. ""Bill"" Campbell (R)",97945,53.85%
Betty Wilson (D),83937,46.15%
Total Votes,181882,100.00%
California's 35th Senate District - GOP Hold,,
John V. Briggs (R),128004,58.12%
Paul Bell (D),92255,41.88%
Total Votes,220259,100.00%
California's 37th Senate District - DEM Gain,,
Paul B. Carpenter (D),119047,67.40%
Loran A. Norton (R),57578,32.60%
Total Votes,176625,100.00%
California's 39th Senate District - DEM Gain,,
Bob Wilson (D),153724,65.30%
Jack Schrade (R-inc),81700,34.70%
Total Votes,235424,100.00%
California's 1st Assembly District - GOP Gain,,
Stan Statham (R),70276,57.40%
Betty Smith (D),52157,42.60%
Total Votes,122433,100.00%
California's 2nd Assembly District - DEM Hold,,
Barry Keene (D-inc),74626,67.30%
Jerry L. Spencer (R),30513,27.52%
Carolyn Patrick (PF),5743,5.18%
Total Votes,110882,100.00%
California's 3rd Assembly District - GOP Hold,,
Eugene A. Chappie (R-inc),61267,55.01%
George C. Shaw (D),50115,44.99%
Total Votes,111382,100.00%
California's 4th Assembly District - DEM Hold,,
Vic Fazio (D-inc),74733,73.70%
Jim Lewis (R),26662,26.30%
Total Votes,101395,100.00%
California's 5th Assembly District - DEM Hold,,
Eugene T. Gualco (D-inc),68149,71.24%
William F. Jeter (R),27518,28.76%
Total Votes,95667,100.00%
California's 6th Assembly District - DEM Hold,,
Leroy F. Greene (D-inc),71718,69.99%
Raymond E. Vandegriff (R),30758,30.01%
Total Votes,102476,100.00%
California's 7th Assembly District - DEM Hold,,
Norman S. Waters (D),61989,55.21%
Dan S. Parises (R),50293,44.79%
Total Votes,112282,100.00%
California's 8th Assembly District - DEM Hold,,
Michael Gage (D),56168,49.98%
Ron Greenslate (R),53295,47.43%
Judy K. Depenau (PF),2911,2.59%
Total Votes,112374,100.00%
California's 9th Assembly District - DEM Hold,,
Michael Wornum (D),59079,49.54%
John Miskimen (R),55575,46.60%
Stephen E. Dias (PF),4604,3.86%
Total Votes,119258,100.00%
California's 10th Assembly District - DEM Hold,,
Daniel Boatwright (D-inc),85036,71.31%
Betsy Graves (R),34213,28.69%
Total Votes,119249,100.00%
California's 11th Assembly District - DEM Hold,,
John T. Knox (D-inc),73942,86.92%
"Theresa F. ""Tena"" Dietrich (AI)",11123,13.08%
Total Votes,85065,100.00%
California's 12th Assembly District - DEM Hold,,
Tom Bates (D),72708,58.00%
Arthur R. Flegal (R),49400,39.41%
"William A. ""Bill"" Callison (PF)",3251,2.59%
Total Votes,125359,100.00%
California's 13th Assembly District - DEM Hold,,
John J. Miller (D-inc),56473,78.77%
Todd Lewis Roust (R),12100,16.88%
"Lawrence J. ""Larry"" Phillips (PF)",3122,4.35%
Total Votes,71695,100.00%
California's 14th Assembly District - DEM Hold,,
Bill Lockyer (D-inc),55486,74.34%
Gary O. Bosley (R),15165,20.32%
Leon Steinhardt (I),2054,2.75%
Susan Denny Ker (PF),1930,2.59%
Total Votes,74635,100.00%
California's 15th Assembly District - DEM Hold,,
S. Floyd Mori (D-inc),71181,76.26%
David W. Funsch (R),22165,23.74%
Total Votes,93346,100.00%
California's 16th Assembly District - DEM Hold,,
Art Agnos (D),32803,68.26%
Dwight K. Tripp III (R),11410,23.74%
Kayren Hudiburgh (PF),3843,8.00%
Total Votes,48056,100.00%
California's 17th Assembly District - DEM Hold,,
Willie Brown (D-inc),51083,67.69%
Joan Kukari (R),21921,29.05%
Leslie Anne Simpson (PF),2457,3.26%
Total Votes,75461,100.00%
California's 18th Assembly District - DEM Hold,,
Leo T. McCarthy (D-inc),54661,69.96%
John W. Meyer (R),23475,30.04%
Total Votes,78136,100.00%
California's 19th Assembly District - DEM Hold,,
Lou Papan (D-inc),58954,70.51%
Dorothy D. Adams (R),21797,26.07%
Joseph W. Kerska (AI),2865,3.43%
Total Votes,83616,100.00%
California's 20th Assembly District - GOP Hold,,
Dixon Arnett (R-inc),74214,69.40%
Byron D. Skinner (D),32726,30.60%
Total Votes,106940,100.00%
California's 21st Assembly District - DEM Hold,,
Victor Calvo (D-inc),63555,68.32%
"Sanford H. ""Sandy"" Sanger (R)",29472,31.68%
Total Votes,93027,100.00%
California's 22nd Assembly District - GOP Hold,,
Richard D. Hayden (R-inc),93829,100.00%
California's 23rd Assembly District - DEM Hold,,
John Vasconcellos (D-inc),45054,53.98%
William A. Gissler (R),38413,46.02%
Total Votes,83467,100.00%
California's 24th Assembly District - DEM Hold,,
Leona H. Egeland (D-inc),65221,61.70%
Claude Fletcher (R),40479,38.30%
Total Votes,105700,100.00%
California's 25th Assembly District - DEM Hold,,
Alister McAlister (D-inc),67740,78.04%
Cynthia L. Mozzetti (R),15276,17.60%
Ronald R. Blakeman (AI),3786,4.36%
Total Votes,86802,100.00%
California's 26th Assembly District - DEM Hold,,
Carmen Perino (D-inc),40175,53.16%
Douglas F. Carter (R),35400,46.84%
Total Votes,75575,100.00%
California's 27th Assembly District - DEM Hold,,
John E. Thurman Jr. (D-inc),65711,100.00%
California's 28th Assembly District - DEM Gain,,
Henry Mello (D),61322,54.93%
Larry Parrish (R),50314,45.07%
Total Votes,111636,100.00%
California's 29th Assembly District - GOP Hold,,
Carol Hallett (R),51808,55.60%
Martin Dodd (D),41369,44.40%
Total Votes,93177,100.00%
California's 30th Assembly District - GOP Hold,,
Ken Maddy (R-inc),39410,54.62%
Ken Leap (D),32744,45.38%
Total Votes,72154,100.00%
California's 31st Assembly District - DEM Gain,,
Richard H. Lehman (D),54004,53.74%
Bill Jones (R),44655,44.44%
Lyle O. Cook (AI),1830,1.82%
Total Votes,100489,100.00%
California's 32nd Assembly District - GOP Hold,,
Gordon W. Duffy (R-inc),42516,61.78%
"William J. ""Bill"" Kennedy (D)",26299,38.22%
Total Votes,68815,100.00%
California's 33rd Assembly District - GOP Hold,,
William M. Thomas (R-inc),48206,57.91%
Stephen Schilling (D),35044,42.09%
Total Votes,83250,100.00%
California's 34th Assembly District - DEM Hold,,
Larry Chimbole (D-inc),44154,50.61%
Phil Wyman (R),43086,49.39%
Total Votes,87240,100.00%
California's 35th Assembly District - DEM Hold,,
Gary K. Hart (D-inc),72784,67.06%
Ray Saucedo (R),35747,32.94%
Total Votes,108531,100.00%
California's 36th Assembly District - GOP Gain,,
Charles R. Imbrecht (R),50874,54.44%
Jane McCormick Tolmach (D),42574,45.56%
Total Votes,93448,100.00%
California's 37th Assembly District - GOP Hold,,
Bob Cline (R-inc),56129,54.68%
Arline M. Mathews (D),46515,45.32%
Total Votes,102644,100.00%
California's 38th Assembly District - GOP Hold,,
Paul V. Priolo (R-inc),70914,58.44%
Betty Mann (D),50424,41.56%
Total Votes,121338,100.00%
California's 39th Assembly District - DEM Hold,,
Jim Keysor (D-inc),47011,63.32%
Ronald J. Elersich (R),20960,28.23%
Andres Rodriquez Torres (La Raza),3337,4.50%
Jan B. Tucker (PF),2930,3.95%
Total Votes,74238,100.00%
California's 40th Assembly District - DEM Hold,,
Tom Bane (D-inc),59792,65.95%
Bob Scott (R),30877,34.05%
Total Votes,90669,100.00%
California's 41st Assembly District - GOP Hold,,
Michael D. Antonovich (R-inc),73645,82.52%
Mervyn Luke Lucas (PF),15604,17.48%
Total Votes,89249,100.00%
California's 42nd Assembly District - GOP Hold,,
Frank D. Lanterman (R-inc),62145,60.98%
Patrick Johnston (D),39772,39.02%
Total Votes,101917,100.00%
California's 43rd Assembly District - DEM Hold,,
Howard L. Berman (D-inc),80266,63.47%
Ralph H. Andrews (R),46197,36.53%
Total Votes,126463,100.00%
California's 44th Assembly District - DEM Hold,,
Alan Sieroty (D-inc),61111,57.57%
Clo Hoover (R),40486,38.14%
Milton Takei (PF),4546,4.28%
Total Votes,106143,100.00%
California's 45th Assembly District - DEM Hold,,
Herschel Rosenthal (D-inc),68878,67.90%
Betty L. Mikol (R),32555,32.10%
Total Votes,101433,100.00%
California's 46th Assembly District - DEM Hold,,
Charles Warren (D-inc),36871,65.27%
Howard O. Watts (R),19616,34.73%
Total Votes,56487,100.00%
California's 47th Assembly District - DEM Hold,,
Teresa P. Hughes (D-inc),38586,83.06%
Jim Dunlap Jr. (R),7871,16.94%
Total Votes,46457,100.00%
California's 48th Assembly District - DEM Hold,,
Maxine Waters (D),38133,80.58%
Johnnie G. Neely (R),9188,19.42%
Total Votes,47321,100.00%
California's 49th Assembly District - DEM Hold,,
Julian C. Dixon (D-inc),69216,100.00%
California's 50th Assembly District - DEM Hold,,
Curtis R. Tucker (D-inc),48121,69.77%
Genevieve C. Denault (R),18396,26.67%
Donald Edward Keller (PF),2452,3.56%
Total Votes,68969,100.00%
California's 51st Assembly District - GOP Hold,,
Marilyn G. Ryan (R),66235,61.17%
"Charles J. ""Chip"" Post III (D)",42047,38.83%
Total Votes,108282,100.00%
California's 52nd Assembly District - DEM Hold,,
Vincent Thomas (D-inc),46081,61.90%
Verna D. Mattox (R),25559,34.33%
Ida Bader (AI),2806,3.77%
Total Votes,74446,100.00%
California's 53rd Assembly District - GOP Hold,,
Paul T. Bannai (R-inc),32362,50.40%
Cindy Wear (D),28834,44.91%
John W. Touron (AI),3014,4.69%
Total Votes,64210,100.00%
California's 54th Assembly District - DEM Hold,,
Frank Vicencia (D-inc),38874,78.26%
Richard G. Coxson (R),10796,21.74%
Total Votes,49670,100.00%
California's 55th Assembly District - DEM Hold,,
Richard Alatorre (D-inc),31199,58.77%
John Miguel Feliz (R),18880,35.57%
Kay McGlachlin (PF),3005,5.66%
Total Votes,53084,100.00%
California's 56th Assembly District - DEM Hold,,
Art Torres (D-inc),26519,80.80%
Roger E. Miller (R),6301,19.20%
Total Votes,32820,100.00%
California's 57th Assembly District - DEM Hold,,
"Michael ""Mike"" Cullen (D-inc)",48242,69.34%
"Edward ""Edd"" Tuttle (R)",21334,30.66%
Total Votes,69576,100.00%
California's 58th Assembly District - DEM Hold,,
Fred W. Chel (D-inc),60940,58.78%
Dale L. Dykema (R),42728,41.22%
Total Votes,103668,100.00%
California's 59th Assembly District - DEM Hold,,
Jack R. Fenton (D-inc),61384,100.00%
California's 60th Assembly District - DEM Hold,,
Joseph B. Montoya (D-inc),37907,68.59%
Gilbert R. Barron (R),17358,31.41%
Total Votes,55265,100.00%
California's 61st Assembly District - GOP Hold,,
"John L. E. ""Bud"" Collier (R-inc)",58231,61.66%
Patricia Ostrye (D),31579,33.44%
Brian Scanlon (AI),4629,4.90%
Total Votes,94439,100.00%
California's 62nd Assembly District - GOP Hold,,
"William H. ""Bill"" Lancaster (R-inc)",52211,53.82%
Sandy Baldonado (D),44798,46.18%
Total Votes,97009,100.00%
California's 63rd Assembly District - DEM Gain,,
Bruce E. Young (D),43398,51.77%
"Robert M. ""Bob"" McLennan (R-inc)",36358,43.37%
Jose Gonzalez (I),3000,3.58%
Lindley Steve Ginn (PF),1068,1.27%
Total Votes,83824,100.00%
California's 64th Assembly District - GOP Hold,,
Dave Stirling (R),50481,51.46%
James E. Gonsalves (D),44168,45.02%
Larry A. Breazeale (AI),3448,3.51%
Total Votes,98097,100.00%
California's 65th Assembly District - DEM Hold,,
Bill McVittie (D-inc),47021,63.20%
Clyde R. Stephens (R),27385,36.80%
Total Votes,74406,100.00%
California's 66th Assembly District - DEM Hold,,
Terry Goggin (D-inc),45078,65.55%
"Tamara J. ""Tammy"" Wolfinbarger (R)",23693,34.45%
Total Votes,68771,100.00%
California's 67th Assembly District - GOP Hold,,
Jerry Lewis (R-inc),84625,100.00%
California's 68th Assembly District - DEM Hold,,
"Walter M. ""Walt"" Ingalls (D-inc)",54583,61.53%
Trester Harris Jr. (R),34125,38.47%
Total Votes,88708,100.00%
California's 69th Assembly District - GOP Hold,,
Bill Dannemeyer (R-inc),63182,62.74%
Neal Gibbons (D),37524,37.26%
Total Votes,100706,100.00%
California's 70th Assembly District - GOP Hold,,
Bruce Nestande (R-inc),79102,67.43%
Peter C. Tornay (D),38206,32.57%
Total Votes,117308,100.00%
California's 71st Assembly District - DEM Hold,,
"Chester B. ""Chet"" Wray (D)",47238,50.02%
"Philip A. ""Phil"" Seitz (R)",47202,49.98%
Total Votes,94440,100.00%
California's 72nd Assembly District - DEM Hold,,
Richard H. Robinson (D-inc),47549,57.81%
Peter J. Vogel (R),29380,35.72%
"Harold E. ""Hal"" Nichols (AI)",5323,6.47%
Total Votes,82252,100.00%
California's 73rd Assembly District - DEM Hold,,
Dennis Mangers (D-inc),67602,52.36%
Robert H. Burke (R),61498,47.64%
Total Votes,129100,100.00%
California's 74th Assembly District - DEM Gain,,
Ronald Cordova (D),61720,53.16%
"James B. ""Jim"" Slemons (R)",54372,46.84%
Total Votes,116092,100.00%
California's 75th Assembly District - DEM Hold,,
Tom Suitt (D-inc),63218,56.93%
"Alfred A. ""Al"" McCandless (R)",47825,43.07%
Total Votes,111043,100.00%
California's 76th Assembly District - GOP Hold,,
William A. Craven (R-inc),120400,68.56%
Ronald B. Kirkemo (D),55210,31.44%
Total Votes,175610,100.00%
California's 77th Assembly District - GOP Gain,,
Jim Ellis (R),62573,50.60%
Tim Cohelan (D),61101,49.40%
Total Votes,123674,100.00%
California's 78th Assembly District - DEM Hold,,
Lawrence Kapiloff (D-inc),60379,55.16%
Al Couppee (R),46374,42.37%
Contessina (AI),2710,2.48%
Total Votes,109463,100.00%
California's 79th Assembly District - DEM Hold,,
"Peter R. ""Pete"" Chacon (D-inc)",43358,63.23%
Phil Andreen (R),22099,32.23%
Bruce Emery (AI),3118,4.55%
Total Votes,68575,100.00%
California's 80th Assembly District - DEM Hold,,
Wadie P. Deddeh (D-inc),64733,74.12%
Lynn Parkhurst (R),22606,25.88%
Total Votes,87339,100.00%